price,date,30_day_MA,60_day_MA,RSI
-0.3465648987643518,2024-10-06 00:00:00,-0.27161335191469305,-0.15833072330041964,-0.653452981547501
-0.27746368690845796,2024-10-07 00:00:00,-0.2357576096803638,-0.1408675674071372,-0.5241150663111998
-0.3278026151607953,2024-10-08 00:00:00,-0.20293538240731396,-0.13989756755101032,-0.5774985214166274
-0.3376090882795648,2024-10-09 00:00:00,-0.17311293401487288,-0.13701572341090382,-0.8461470109375462
-0.4900514540145683,2024-10-10 00:00:00,-0.15880026964625688,-0.13767368016822557,-0.919470487138159
-0.5286371777110519,2024-10-11 00:00:00,-0.14842884840814344,-0.13452394079934932,-1.6003443892762845
-0.3177282585746301,2024-10-12 00:00:00,-0.12821631957913726,-0.127634856804895,-1.107447534979914
-0.23945380015868806,2024-10-13 00:00:00,-0.10763975149176586,-0.12173243953228553,-0.9282320556504645
-0.2757613755872462,2024-10-14 00:00:00,-0.09872908330202203,-0.1124700366076234,-0.9459484863533213
0.03337590991959815,2024-10-15 00:00:00,-0.0743368763542935,-0.09338998956610887,0.19155144232159035
0.1209418654454078,2024-10-16 00:00:00,-0.0430840020419908,-0.07509250263553796,0.9726101603598512
0.18672724457633202,2024-10-17 00:00:00,-0.005017734137638124,-0.05648601147730517,1.114756207806631
0.1560637898321211,2024-10-18 00:00:00,0.023264746745811984,-0.03635540643401443,1.0063352210203924
0.26525559320754394,2024-10-19 00:00:00,0.05160424312367499,-0.016222849730433624,0.9812364525677331
0.25788843646664217,2024-10-20 00:00:00,0.07347782463820102,0.004901702164714612,0.9607635471793773
0.3129835831183133,2024-10-21 00:00:00,0.09701446266009567,0.022605555532981787,0.9447428586927901
0.1624714691018555,2024-10-22 00:00:00,0.11311588630781588,0.038473331042802573,0.64302752936902
0.15826609337781153,2024-10-23 00:00:00,0.1283177055516068,0.04594912743686804,0.6587035245045068
0.09423201729235244,2024-10-24 00:00:00,0.141859517262526,0.05167097684605747,0.9247790122267379
0.24110725493085838,2024-10-25 00:00:00,0.1575109669248722,0.06061159094479676,1.1969232718536469
0.08479578105796519,2024-10-26 00:00:00,0.17136268555180725,0.06890647959689747,0.48937096811595865
0.12631212343626272,2024-10-27 00:00:00,0.17897639091151302,0.08587090269715332,0.43439125492432307
0.2146617635498224,2024-10-28 00:00:00,0.18763955787129968,0.10607724539822816,0.662364863869198
0.3976938199544044,2024-10-29 00:00:00,0.20341722302354792,0.1298398452652006,0.4803375416391545
0.6795068330999627,2024-10-30 00:00:00,0.23212871663855603,0.16069278476891893,0.7469271048236029
0.6374153369478639,2024-10-31 00:00:00,0.2688352349655248,0.19099663414216742,0.5491042125395178
